Word,Reading,Sequence,Index,Glosses,GlossLanguages,GlossGenders,GlossTypes,PartOfSpeech,CrossRef,Antonymns,Field,Dialect,IsUsuallyKana,Sources,SourceLanguages,SourceTypes,SourceWaseigo,Info,Info2
止まる,とどまる,2657130,1,to be limited to; to be confined to; to only account for,||,||,||,&v5r;|&vi;,占める・2,,,,True,,,,,,&uk;
止まる,とまる,1310620,0,to stop (moving); to come to a stop,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
止まる,とまる,1310620,1,"to stop (doing, working, being supplied); to come to a halt; to cease; to be stopped; to be suspended",||||,||||,||||,&v5r;|&vi;,,,,,False,,,,,,
止まる,とまる,1310620,2,to alight; to perch on,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
止む,やむ,1310640,0,to cease; to stop; to be over,||,||,||,&v5m;|&vi;,,,,,False,,,,,,
止むを得ない,やむをえない,1612100,0,cannot be helped; unavoidable,|,|,|,&exp;|&adj-i;,,,,,False,,,,,,
止めどなく,とめどなく,1612460,0,endlessly; ceaselessly,|,|,|,&adv;,,,,,True,,,,,,&uk;
止める,とめる,1310670,0,to stop; to turn off,|,|,|,&v1;|&vt;,,,,,False,,,,,"esp. 止める, 停める",
止める,とめる,1310670,1,to park,,,,&v1;|&vt;,,,,,False,,,,,"esp. 止める, 停める",
止める,とめる,1310670,2,to prevent; to suppress (a cough); to hold back (tears); to hold (one's breath); to relieve (pain),||||,||||,||||,&v1;|&vt;,,,,,False,,,,,"esp. 止める, 停める",
止める,とめる,1310670,3,to stop (someone from doing something); to dissuade; to forbid; to prohibit,|||,|||,|||,&v1;|&vt;,,,,,False,,,,,,
止める,とめる,1310670,4,to notice; to be aware of; to concentrate on; to pay attention to; to remember; to bear in mind,|||||,|||||,|||||,&v1;|&vt;,目を留める|気に留める,,,,False,,,,,,
止める,とめる,1310670,5,to fix (in place); to fasten; to tack; to pin; to nail; to button; to staple,||||||,||||||,||||||,&v1;|&vt;,,,,,False,,,,,esp. 留める,
止める,とめる,1310670,6,to detain; to keep in custody,|,|,|,&v1;|&vt;,,,,,False,,,,,esp. 留める,
止める,やめる,1310680,0,to stop (an activity); to cease; to discontinue; to end; to quit,||||,||||,||||,&v1;|&vt;,,,,,True,,,,,,&uk;
止める,やめる,1310680,1,to cancel; to abandon; to give up; to abolish; to abstain; to refrain,|||||,|||||,|||||,&v1;|&vt;,,,,,True,,,,,,&uk;
止め金,とめがね,1598920,0,clasp; latch; catch; fastener,|||,|||,|||,&n;,,,,,False,,,,,,
止血,しけつ,1310690,0,stopping of bleeding; stanching; hemostasis; haemostasis,|||,|||,|||,&n;|&vs;|&vi;,,,,,False,,,,,,
正,せい,1376590,0,(logical) true; regular,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
正,せい,1376590,1,10^40; ten thousand undecillion,|,|,|,&num;,,,,,False,,,,,,
正,せい,1376590,2,original,,,,&n;|&adj-no;,正本・せいほん,,,,False,,,,,,&abbr;
正,せい,1376590,3,positive; greater than zero,|,|,|,&n;|&adj-no;,負・ふ,,&math;,,False,,,,,,
正,せい,1376590,4,thesis (in dialectics),,,,&n;,定立|正反合,,,,False,,,,,,
正しい,ただしい,1376600,0,right; correct,|,|,|,&adj-i;,,,,,False,,,,,,
正しい,ただしい,1376600,1,proper; righteous; just; honest; truthful; lawful,|||||,|||||,|||||,&adj-i;,,,,,False,,,,,,
正す,ただす,1376630,0,to correct; to rectify; to reform; to amend; to redress,||||,||||,||||,&v5s;|&vt;,,,,,False,,,,,,
正す,ただす,1376630,1,"to straighten (one's posture, collar, etc.); to adjust",|,|,|,&v5s;|&vt;,襟を正す,,,,False,,,,,,
正に,まさに,1376640,0,exactly; surely; certainly; just,|||,|||,|||,&adv;,,,,,True,,,,,esp. 正に when in kanji,&uk;
正に,まさに,1376640,1,right then; just then; at that moment,||,||,||,&adv;,,,,,True,,,,,,&uk;
正に,まさに,1376640,2,just (about to); on the verge (of doing or happening),|,|,|,&adv;,,,,,True,,,,,esp. 将に when in kanji,&uk;
正に,まさに,1376640,3,duly; naturally,|,|,|,&adv;,,,,,True,,,,,esp. 当に when in kanji,&uk;
正体,しょうたい,1377530,0,"true character; true form; true colors (colours); identity; truth (of a mystery, phenomenon, etc.); origin",|||||,|||||,|||||,&n;,,,,,False,,,,,,
正体,しょうたい,1377530,1,consciousness; one's senses,|,|,|,&n;,,,,,False,,,,,,
正則,せいそく,1377490,0,correct; proper; formal; regular; systematic; normal,|||||,|||||,|||||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
正則,せいそく,1377490,1,invertible (matrix); holomorphic,|,|,|,&adj-na;|&adj-no;,,,&math;,,False,,,,,,
正午,しょうご,1377080,0,noon; midday,|,|,|,&n;|&adv;,,,,,False,,,,,,
正反対,せいはんたい,1377750,0,exactly opposite (of),,,,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
正史,せいし,1377230,0,official history; authorized history,|,|,|,&n;,正式の歴史,,,,False,,,,,,
正味,しょうみ,1377980,0,net (amount); clear; full (e.g. working hours),||,||,||,&adj-no;,,,,,False,,,,,,
正味,しょうみ,1377980,1,net weight,,,,&n;,,,,,False,,,,,,
正味,しょうみ,1377980,2,net price; cost price,|,|,|,&n;,,,,,False,,,,,,
正味,しょうみ,1377980,3,actual content; useful part,|,|,|,&n;,,,,,False,,,,,,
正室,せいしつ,1377320,0,legal wife (of a noble) (as opposed to a concubine),,,,&n;,側室|本妻,,,,False,,,,,,
正室,せいしつ,1377320,1,room for receiving guests,,,,&n;,表座敷・おもてざしき,,,,False,,,,,,
正室,せいしつ,1377320,2,heir; successor,|,|,|,&n;,,,,,False,,,,,,&obsc;
正常,せいじょう,1377390,0,normalcy; normality; normal,||,||,||,&n;|&adj-na;|&adj-no;,,異常,,,False,,,,,,
正常化,せいじょうか,1377400,0,normalization; normalisation,|,|,|,&n;|&vs;,,,,,False,,,,,,
正座,せいざ,1595990,0,"seiza; kneeling with the tops of the feet flat on the floor, and sitting on the soles",|,|,|expl,&n;|&vs;|&vi;,,,,,False,,,,,,
正式,せいしき,1377290,0,due form; official; formality,||,||,||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
正式名称,せいしきめいしょう,2216920,0,official name; formal name,|,|,|,&n;,,,,,False,,,,,,
正当,せいとう,1377660,0,just; justifiable; right; due; proper; equitable; reasonable; legitimate; legal; lawful,|||||||||,|||||||||,|||||||||,&adj-na;|&n;,,,,,False,,,,,,
正当防衛,せいとうぼうえい,1377690,0,legitimate self-defence; legitimate self-defense,|,|,|,&n;,,,&law;,,False,,,,,,
正念場,しょうねんば,1735290,0,critical moment; do-or-die situation,|,|,|,&n;,,,,,False,,,,,,
正攻法,せいこうほう,1377110,0,frontal attack,,,,&n;,,,,,False,,,,,,
正教,せいきょう,1376930,0,orthodoxy; (Greek) orthodox church,|,|,|,&n;,,,,,False,,,,,,
正方形,せいほうけい,1377920,0,square,,,,&n;|&adj-no;,,,,,False,,,,,,
正月,しょうがつ,1377030,0,New Year (esp. first three days),,,,&n;,,,,,False,,,,,,
正月,しょうがつ,1377030,1,first month of the year; January,|,|,|,&n;,,,,,False,,,,,,
正木,マサキ,1735280,0,Japanese spindletree (Euonymus japonicus),,,,&n;,,,,,False,,,,,,
正殿,せいでん,1377620,0,main temple; main building of a shrine,|,|,|,&n;,,,,,False,,,,,,
正殿,せいでん,1377620,1,alternate name for the Shishiden; Hall for State Ceremonies,|,|,|,&n;,紫宸殿|内裏・1,,,,False,,,,,,
正殿,せいでん,1377620,2,central building of a palace; State Chamber,|,|,|,&n;,,,,,False,,,,,,
正気,しょうき,1580850,0,sanity; consciousness; soberness,||,||,||,&n;|&adj-no;,狂気,,,,False,,,,,,
正直,しょうじき,1377590,0,honest; frank; candid; straightforward,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
正直,しょうじき,1377590,1,honestly; frankly,|,|,|,&adv;,,,,,False,,,,,,
正確,せいかく,1376760,0,accurate; correct; precise; exact,|||,|||,|||,&adj-na;|&n;,精確,,,,False,,,,,,
正答,せいとう,1377700,0,correct answer,,,,&n;|&vs;,,,,,False,,,,,,
正統,せいとう,1377710,0,legitimate; orthodox; traditional,||,||,||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
正統派,せいとうは,1377730,0,orthodox school,,,,&n;,,,,,False,,,,,,
正義,せいぎ,1376910,0,justice; right; righteousness,||,||,||,&n;,,,,,False,,,,,,
正義,せいぎ,1376910,1,correct meaning; correct explanation,|,|,|,&n;,,,,,False,,,,,usu. in titles of annotated editions of Confucian classics,
正装,せいそう,1377480,0,full dress; formal dress; uniform,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
正規,せいき,1376850,0,regular; normal; formal; legal; established; legitimate,|||||,|||||,|||||,&adj-no;|&adj-na;|&n;,,,,,False,,,,,,
正視,せいし,1377250,0,looking directly at; looking straight at; looking in the face,||,||,||,&n;|&vs;,,,,,False,,,,,,
正視,せいし,1377250,1,looking squarely at (e.g. a problem); facing (e.g. the truth); confronting,||,||,||,&n;|&vs;,,,,,False,,,,,,
正視,せいし,1377250,2,normal vision; emmetropia,|,|,|,&n;,,,,,False,,,,,,
正解,せいかい,1376740,0,"correct; right; correct interpretation (answer, solution)",||,||,||,&n;|&vs;,,,,,False,,,,,,
正論,せいろん,1378130,0,sound argument; fair argument; just reasoning,||,||,||,&n;,,,,,False,,,,,,
正道,せいどう,1580890,0,path of righteousness; path of duty; right track; correct path,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
正門,せいもん,1378100,0,main gate; main entrance,|,|,|,&n;,,,,,False,,,,,,
正面,しょうめん,1378030,0,front; frontage; facade; main,|||,|||,|||,&n;|&adj-no;|&pref;,,,,,False,,,,,,
正面,まとも,1378040,0,the front,,,,&adj-na;|&n;,,,,,True,,,,,,&uk;
正面,まとも,1378040,1,honesty; uprightness; directness,||,||,||,&adj-na;|&n;,,,,,True,,,,,,&uk;
正面,まとも,1378040,2,decency; normality,|,|,|,&adj-na;|&n;,,,,,True,,,,,,&uk;
武人,ぶじん,1498730,0,military man,,,,&n;,,,,,False,,,,,,
武力,ぶりょく,1499000,0,armed might; military power; the sword; force,|||,|||,|||,&n;,,,,,False,,,,,,
武功,ぶこう,1498580,0,military exploits; military feats; military achievements; distinguished military service,|||,|||,|||,&n;,,,,,False,,,,,,
武勇,ぶゆう,1498960,0,bravery; military prowess; valour; valor,|||,|||,|||,&n;,,,,,False,,,,,,
武器,ぶき,1498460,0,weapon; arms; ordnance,||,||,||,&n;,,,,,False,,,,,,
武器,ぶき,1498460,1,weapon (something used to gain an advantage); asset,|,|,|,&n;,,,,,False,,,,,,
武士,ぶし,1583680,0,warrior; samurai,|,|,|,&n;,,,,,False,,,,,,
武士道,ぶしどう,1498620,0,Bushido; samurai code of chivalry,|,|,|,&n;,,,,,False,,,,,,
武官,ぶかん,1498430,0,military officer; naval officer,|,|,|,&n;,,,,,False,,,,,,
武家,ぶけ,1498380,0,samurai; warrior; military family,||,||,||,&n;,,,,,False,,,,,,
武将,ぶしょう,1498700,0,military commander,,,,&n;,,,,,False,,,,,,
武者,むしゃ,1498640,0,warrior,,,,&n;,,,,,False,,,,,,
武者修行,むしゃしゅぎょう,1674420,0,traveling about to gain skill in combat (travelling),,,,&n;|&vs;,,,,,False,,,,,,&yoji;
武術,ぶじゅつ,1498690,0,martial arts; military arts,|,|,|,&n;,,,,,False,,,,,,
武術,ぶじゅつ,1498690,1,wushu (Chinese martial art),,,,&n;,武術太極拳,,,,False,,,,,,
武装,ぶそう,1498740,0,arms; armament,|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
武道,ぶどう,1498880,0,martial arts; military arts; Bushido,||,||,||,&n;,,,,,False,,,,,,
武骨,ぶこつ,1672740,0,boorish; unrefined; rustic; uncouth; clumsy; brusque,|||||,|||||,|||||,&adj-na;|&n;,,,,,False,,,,,,
歩,ほ,1514300,0,step; stride,|,|,|,&n;,,,,,False,,,,,,
歩,ほ,1514300,1,counter for steps,,,,&ctr;,,,,,False,,,,,,
歩き回る,あるきまわる,1514310,0,to walk about; to walk around; to walk to and fro; to pace around; to wander,||||,||||,||||,&v5r;|&vi;,,,,,False,,,,,,
歩く,あるく,1514320,0,to walk,,,,&v5k;|&vi;,,,,,False,,,,,,
歩み,あゆみ,1514330,0,walking,,,,&n;,,,,,False,,,,,,
歩み,あゆみ,1514330,1,pace; step,|,|,|,&n;,,,,,False,,,,,,
歩み,あゆみ,1514330,2,"course (of history, one's life, etc.); history; progress; advance; development",||||,||||,||||,&n;,,,,,False,,,,,,
歩み,あゆみ,1514330,3,"pitch (of a screw, etc.)",,,,&n;,,,,,False,,,,,,
歩み寄り,あゆみより,1691130,0,compromise; concession,|,|,|,&n;,,,,,False,,,,,,
歩み寄る,あゆみよる,1514340,0,to compromise; to meet halfway,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
歩み寄る,あゆみよる,1514340,1,to step up to; to walk up to; to approach,||,||,||,&v5r;|&vi;,,,,,False,,,,,,
歩む,あゆむ,1514360,0,to walk; to go on foot,|,|,|,&v5m;|&vi;,,,,,False,,,,,,
歩む,あゆむ,1514360,1,to tread (a figurative path); to follow; to lead (a life); to experience,|||,|||,|||,&v5m;|&vi;,,,,,False,,,,,,
歩む,あゆむ,1514360,2,"to advance towards (e.g. a solution); to set out (e.g. on the path to destruction, ruin, etc.); to embark (on the road to ...)",||,||,||,&v5m;|&vi;,,,,,False,,,,,,
歩兵,ほへい,1514440,0,infantry; infantryman; foot soldier,||,||,||,&n;,,,,,False,,,,,,
歩合,ぶあい,1514400,0,rate; ratio; percentage,||,||,||,&n;,,,,,False,,,,,,
歩合,ぶあい,1514400,1,commission; poundage; percentage,||,||,||,&n;,,,,,False,,,,,,
歩幅,ほはば,1954700,0,step; pace; stride,||,||,||,&n;,,,,,False,,,,,,
歩数,ほすう,1627520,0,number of steps,,,,&n;,,,,,False,,,,,,
歩留まり,ぶどまり,1638950,0,yield; yield rate,|,|,|,&n;|&adj-f;,,,,,False,,,,,,
歩行,ほこう,1514370,0,walk,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
歩行者,ほこうしゃ,1514380,0,pedestrian; walker,|,|,|,&n;,,,,,False,,,,,,
歩行者天国,ほこうしゃてんごく,1611540,0,pedestrian mall; car-free mall; pedestrian paradise,||,||,||lit,&n;,,,,,False,,,,,,
歩調,ほちょう,1514410,0,pace; step; cadence,||,||,||,&n;,,,,,False,,,,,,
歩道,ほどう,1514420,0,footpath; walkway; sidewalk; pavement,|||,|||,|||,&n;,,,,,False,,,,,,
歩道橋,ほどうきょう,1514430,0,pedestrian bridge,,,,&n;,,,,,False,,,,,,
歪,いびつ,1562420,0,distorted; crooked; irregular; warped,|||,|||,|||,&adj-na;|&adj-no;|&n;,,,,,True,,,,,,&uk;
歪,いびつ,1562420,1,oval; elliptical shape,|,|,|,&n;|&adj-na;,,,,,True,,,,,,&uk;
歪,いびつ,1562420,2,"round, wooden container for cooked rice",,,,&n;,飯櫃・めしびつ,,,,True,,,,,,&uk;
歪,いびつ,1562420,3,oval coin,,,,&n;,,,,,False,,,,,,
歪む,ゆがむ,1585360,0,to warp; to bend; to contort,||,||,||,&v5m;|&vi;,,,,,False,,,,,,
歪む,ゆがむ,1585360,1,"to be perverted; to be warped (of a view, mind, etc.); to be distorted; to be cross-grained",|||,|||,|||,&v5m;|&vi;,,,,,False,,,,,,
歯,は,1313000,0,tooth,,,,&n;,,,,,False,,,,,,
歯がゆい,はがゆい,1313540,0,impatient; tantalized; tantalised; irritated; chagrined; chagrinned; vexed,||||||,||||||,||||||,&adj-i;,,,,,False,,,,,,
歯ごたえ,はごたえ,1313090,0,chewiness; firmness; feel of food while being chewed,||,||,||,&n;,,,,,False,,,,,,
歯ごたえ,はごたえ,1313090,1,"challenge (e.g. work, book); toughness",|,|,|,&n;,,,,,False,,,,,,
歯ブラシ,はブラシ,1313070,0,toothbrush,,,,&n;,,,,,False,,,,,,
歯並び,はならび,1313490,0,row of teeth; set of teeth; dentition,||,||,||,&n;,,,,,False,,,,,,
歯切れ,はぎれ,1313410,0,feel when biting,,,,&n;,,,,,False,,,,,,
歯切れ,はぎれ,1313410,1,manner of enunciation,,,,&n;,歯切れの良い,,,,False,,,,,,
歯医者,はいしゃ,1313080,0,dentist,,,,&n;,,,,,False,,,,,,
歯向う,はむかう,1601070,0,to strike back at; to bite back; to turn on; to rise against; to oppose; to defy,|||||,|||||,|||||,&v5u;|&vi;,,,,,False,,,,,,
歯向かう,はむかう,1601070,0,to strike back at; to bite back; to turn on; to rise against; to oppose; to defy,|||||,|||||,|||||,&v5u;|&vi;,,,,,False,,,,,,
歯垢,しこう,1313310,0,(dental) plaque,,,,&n;,,,,,False,,,,,,
歯形,はがた,1313280,0,impression of the teeth; tooth mold (mould),|,|,|,&n;,,,,,False,,,,,usu. 歯型,
歯形,はがた,1313280,1,tooth mark; teeth marks,|,|,|,&n;,,,,,False,,,,,,
歯応え,はごたえ,1313090,0,chewiness; firmness; feel of food while being chewed,||,||,||,&n;,,,,,False,,,,,,
歯応え,はごたえ,1313090,1,"challenge (e.g. work, book); toughness",|,|,|,&n;,,,,,False,,,,,,
歯止め,はどめ,1313330,0,brake; drag; skid; pawl,|||,|||,|||,&n;,,,,,False,,,,,,
歯止め,はどめ,1313330,1,restraint; curtailment; self-imposed limit; check,|||,|||,|||,&n;|&vs;,,,,,False,,,,,,
歯痒い,はがゆい,1313540,0,impatient; tantalized; tantalised; irritated; chagrined; chagrinned; vexed,||||||,||||||,||||||,&adj-i;,,,,,False,,,,,,
歯痛,しつう,1579560,0,toothache,,,,&n;|&adj-no;,,,,,False,,,,,,
歯磨き,はみがき,1601040,0,dental brushing; brushing one's teeth,|,|,|,&n;|&vs;,,,,,False,,,,,,
歯磨き,はみがき,1601040,1,dentifrice; toothpaste; tooth powder,||,||,||,&n;,,,,,False,,,,,,
歯科,しか,1313110,0,dentistry,,,,&n;,,,,,False,,,,,,
歯科医,しかい,1313120,0,dentist,,,,&n;,,,,,False,,,,,,
歯科医師,しかいし,1313140,0,dentist,,,,&n;,,,,,False,,,,,,
歯科衛生士,しかえいせいし,2222150,0,dental hygienist,,,,&n;,,,,,False,,,,,,
歯車,はぐるま,1313350,0,gear; cogwheel,|,|,|,&n;,,,,,False,,,,,,
歯車,はぐるま,1313350,1,"cog (in an organization, company, etc.); cog in the machine",|,|,|,&n;,,,,,False,,,,,,
歳,さい,1294940,0,-years-old,,,,&suf;|&ctr;,,,,,False,,,,,,
歳入,さいにゅう,1294970,0,annual revenue (government); annual income (government); budget receipts,||,||,||,&n;,,,,,False,,,,,,
歳出,さいしゅつ,1294960,0,annual expenditure,,,,&n;,,,,,False,,,,,,
歳時記,さいじき,1806020,0,almanac of seasonal words (for haiku poets),,,,&n;,,,,,False,,,,,,
歳暮,せいぼ,1295000,0,year-end gift,,,,&n;,お歳暮・1,,,,False,,,,,,
歳暮,せいぼ,1295000,1,end of the year; year end,|,|,|,&n;,,,,,False,,,,,,
歳月,さいげつ,1294950,0,time; years,|,|,|,&n;|&adv;,,,,,False,,,,,,
歳末,さいまつ,1295010,0,year end,,,,&n;,,,,,False,,,,,,
歳費,さいひ,1294990,0,annual expenditure,,,,&n;,,,,,False,,,,,,
歳費,さいひ,1294990,1,annual salary paid to Diet members,,,,&n;,,,,,False,,,,,,
歴代,れきだい,1558220,0,successive generations; successive emperors,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
歴任,れきにん,1558270,0,successive jobs; consecutive jobs,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
歴史,れきし,1558050,0,history,,,,&n;|&adj-no;,,,,,False,,,,,,
歴史的,れきしてき,1558160,0,historic; historical; traditional,||,||,||,&adj-na;,,,,,False,,,,,,
歴戦,れきせん,1558200,0,long military service; having experienced many battles,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
歴然,れきぜん,1612300,0,evident; plain; distinct; clear,|||,|||,|||,&adj-t;|&adv-to;,,,,,False,,,,,,
歴程,れきてい,1758530,0,a route or passage,,,,&n;,,,,,False,,,,,,
歴訪,れきほう,1558300,0,round of calls; tour of visitation,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
死,し,1310720,0,death; decease,|,|,|,&n;,,,,,False,,,,,,
死,し,1310720,1,(an) out,,,,&n;,,,&baseb;,,False,,,,,,
死,し,1310720,2,death penalty (by strangulation or decapitation; most severe of the five ritsuryō punishments),,,,&n;,五刑・2,,,,False,,,,,,&hist;
死に体,しにたい,1658250,0,losing posture; falling position from which it is impossible to recover,|,|,|,&n;,,,&sumo;,,False,,,,,,
死に体,しにたい,1658250,1,lame duck,,,,&n;,レームダック,,,,False,,,,,,
死に体,しにたい,1658250,2,hopeless situation,,,,&n;,,,,,False,,,,,,
死に物狂い,しにものぐるい,1767560,0,desperation; struggle to the death,|,|,|,&exp;|&n;|&adj-no;,,,,,False,,,,,,
死ぬ,しぬ,1310730,0,to die; to pass away,|,|,|,&v5n;|&vn;|&vi;,,,,,False,,,,,,
死ぬ,しぬ,1310730,1,to lose spirit; to lose vigor; to look dead,||,||,||,&v5n;|&vn;|&vi;,,,,,False,,,,,,
死ぬ,しぬ,1310730,2,to cease; to stop,|,|,|,&v5n;|&vn;|&vi;,,,,,False,,,,,,
死の灰,しのはい,1853540,0,lethal radioactive fallout; atomic dust,|,|,|,&n;,,,,,False,,,,,,
死亡,しぼう,1310950,0,death; dying; mortality,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
死亡率,しぼうりつ,1310990,0,death rate; mortality rate,|,|,|,&n;,,,,,False,,,,,,
死亡者,しぼうしゃ,1310960,0,the deceased; deaths; persons killed,||,||,||,&n;,,,,,False,,,,,,
死人,しにん,1310900,0,corpse; dead person,|,|,|,&n;,,,,,False,,,,,,
死体,したい,1310920,0,dead body; corpse; cadaver; carcass,|||,|||,|||,&n;,,,,,False,,,,,,
死傷,ししょう,1658260,0,casualties; injuries and deaths,|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
死傷者,ししょうしゃ,1310880,0,casualties; the killed and wounded,|,|,|,&n;,,,,,False,,,,,,
死刑,しけい,1310810,0,death penalty; capital punishment,|,|,|,&n;,,,,,False,,,,,,
死刑囚,しけいしゅう,1310820,0,criminal condemned to death; convict on death row,|,|,|,&n;,,,,,False,,,,,,
死別,しべつ,1310940,0,bereavement,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
死力,しりょく,1767330,0,desperate effort,,,,&n;,,,,,False,,,,,,
死去,しきょ,1310800,0,death; decease; passing away,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
死因,しいん,1310740,0,cause of death,,,,&n;,,,,,False,,,,,,
死守,ししゅ,1619100,0,defending to the last; desperate defence; stubborn defence,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
死後,しご,1310830,0,after death,,,,&n;|&adv;,,,,,False,,,,,,
死期,しき,1310780,0,time of death; one's final hour; one's end,||,||,||,&n;,,,,,False,,,,,,
死没,しぼつ,1767500,0,death,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
死活,しかつ,1310770,0,life and death; life or death,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
死海,しかい,1767610,0,Dead Sea,,,,&n;,,,,,False,,,,,,
死滅,しめつ,1646680,0,extinction; annihilation; destruction,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
死球,しきゅう,1310790,0,pitch that hits the batter,,,,&n;,デッドボール,,&baseb;,,False,,,,,,
死生,しせい,1767390,0,life and death,,,,&n;,生死・1,,,,False,,,,,,
死産,しざん,1310860,0,stillbirth,,,,&n;|&vs;|&adj-no;|&vi;,,,,,False,,,,,,
死票,しひょう,1767700,0,vote for a losing candidate; wasted vote,|,|,|,&n;,,,,,False,,,,,,
死線,しせん,1767780,0,borderline between life and death; verge of death,|,|,|,&n;,,,,,False,,,,,,
死線,しせん,1767780,1,deadline (boundary around a prison which prisoners were not allowed to cross),,,,&n;,,,,,False,,,,,,
死者,ししゃ,1310870,0,dead person; (the) deceased; (the) dead; casualties,|||,|||,|||,&n;,生者,,,,False,,,,,,
死角,しかく,1310760,0,blind spot (e.g. of a driver),,,,&n;,,,,,False,,,,,,
死角,しかく,1310760,1,dead angle; dead ground; dead space; sector without fire,|||,|||,|||,&n;,,,,,False,,,,,,
死語,しご,1310840,0,dead language; extinct language,|,|,|,&n;,,活語・1,,,False,,,,,,
死語,しご,1310840,1,obsolete word; dated word; word that has become passé,||,||,||,&n;,廃語,,,,False,,,,,,
死闘,しとう,1310930,0,life or death struggle; mortal combat; struggle to the death,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
死骸,しがい,1594130,0,(dead) body; corpse; carcass; remains,|||,|||,|||,&n;,,,,,False,,,,,,
殆ど,ほとんど,1522050,0,mostly; nearly; practically; well-nigh; almost invariably; all but; just about; almost,|||||||,|||||||,|||||||,&n;|&adv;,,,,,True,,,,,,&uk;
殉教,じゅんきょう,1635820,0,martyrdom,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
殉職,じゅんしょく,1341470,0,dying at one's post; being killed in the line of duty,|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
殉難,じゅんなん,1341480,0,martyrdom,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
殊に,ことに,1328650,0,especially; particularly; unusually; above all,|||,|||,|||,&adv;,,,,,False,,,,,,
殊に,ことに,1328650,1,additionally,,,,&adv;,,,,,False,,,,,,&arch;
殊勝,しゅしょう,1328700,0,admirable; laudable,|,|,|,&adj-na;|&n;,,,,,False,,,,,,
殊勲,しゅくん,1328680,0,distinguished services; meritorious deeds,|,|,|,&n;,,,,,False,,,,,,
残す,のこす,1600260,0,to leave (behind),,,,&v5s;|&vt;,,,,,False,,,,,,
残す,のこす,1600260,1,to leave (undone); to not finish,|,|,|,&v5s;|&vt;,,,,,False,,,,,,
残す,のこす,1600260,2,to save; to set aside; to reserve,||,||,||,&v5s;|&vt;,,,,,False,,,,,,
残す,のこす,1600260,3,"to leave (to someone, esp. after one's death); to bequeath",|,|,|,&v5s;|&vt;,,,,,False,,,,,,
残す,のこす,1600260,4,to stay (in the ring); to hold on,|,|,|,&v5s;|&vt;,,,&sumo;,,False,,,,,,
残った分,のこったぶん,1900970,0,amount left over; remaining portion,|,|,|,&exp;|&n;,,,,,False,,,,,,
残らず,のこらず,1611130,0,all; entirely; completely; without exception,|||,|||,|||,&adv;,,,,,False,,,,,,
残り,のこり,1304480,0,remnant; residue; remaining; left-over,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
残る,のこる,1304510,0,to remain; to be left,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
残余,ざんよ,1754140,0,remainder; the rest; residue,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
残像,ざんぞう,1304640,0,afterimage; imprint,|,|,|,&n;,,,,,False,,,,,,
残党,ざんとう,1662610,0,remnants; survivors; refugees; pocket (of resistance),|||,|||,|||,&n;,,,,,False,,,,,,
残務,ざんむ,1304720,0,remaining business,,,,&n;,,,,,False,,,,,,
残塁,ざんるい,1658100,0,left on base,,,,&n;|&vs;,,,&baseb;,,False,,,,,,
残塁,ざんるい,1658100,1,remnant fort,,,,&n;,,,,,False,,,,,orig. meaning,
残存,ざんそん,1304650,0,survival; remaining; being extant; being left,|||,|||,|||,&n;|&vs;|&vi;,,,,,False,,,,,,
残忍,ざんにん,1304670,0,brutal; cruel; merciless; ruthless; cold-blooded,||||,||||,||||,&adj-na;|&n;,,,,,False,,,,,,
残念,ざんねん,1304680,0,regrettable; unfortunate; disappointing; vexing,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
