Kanji,Meaning,Grade,JLPT,Strokes,IsJouyou,IsJinmeiyou,IsRadical,IDS,Components
冱,"freeze, be cold, be clear, attain skill",,,6,False,False,False,⿰冫互,冫 互
冲,"offing, open sea, rise high into sky",,,6,False,False,False,⿰冫中,冫 中
决,"decide, determine, judge",,,6,False,False,False,⿰冫夬,冫 夬
凩,"wintry wind, (kokuji)",,,6,False,False,False,⿵⺇木,⺇ 木
刎,decapitate,,,6,False,False,False,⿰勿刂,勹 勿 刂
划,"row a boat, paddle a boat, finger guess",,,6,False,False,False,⿰戈刂,戈 刂
刓,trim,,,6,False,False,False,⿰元刂,一 兀 元 刂
刔,"scoop out, gouge",,,6,False,False,False,⿰夬刂,夬 刂
刕,,,,6,False,False,False,⿱刀𠚪,刀 刀 刀 𠚪
刖,cutting off feet as form of punishment,,,6,False,False,False,⿰月刂,月 刂
刘,"surname, kill, destroy",,,6,False,False,False,⿰文刂,文 刂
劤,strong,,,6,False,False,False,⿰斤力,斤 力
劥,,,,6,False,False,False,⿰亢力,亠 几 亢 力
劦,,,,6,False,False,False,⿱力⿰力力,力 力 力
劧,,,,6,False,False,False,⿰手力,手 力
匈,"turmoil, Hungary",,,6,False,False,False,⿹勹凶,勹 凵 㐅 凶
匟,divan for two persons,,,6,False,False,False,⿷匚亢,匚 亠 几 亢
卋,"generation, world, society, public",,,6,False,False,False,⿱十廿,十 廿
卍,"swastika, gammadion, fylfot",,,6,False,False,False,卍,
厽,,,,6,False,False,False,⿱厶厸,厶 厶 厶 厸
叒,"obedient, united",,,6,False,False,False,⿱又双,又 又 又 双
吁,exclamation,,,6,False,False,False,⿰口于,口 于
吂,,,,6,False,False,False,⿱亡口,亡 口
吃,stammer,,,6,False,False,False,⿰口乞,口 丿 一 𠂉 乙 乞
吊,"suspend, hang, wear (sword)",,,6,False,False,False,⿱口巾,口 巾
吋,inch,,,6,False,False,False,⿰口寸,口 寸
吒,"shout, roar, bellow, scold",,,6,False,False,False,⿰口乇,口 丿 七 乇
吓,"scare, frighten, intimidate",,,6,False,False,False,⿰口下,口 下
囝,"baby, infant",,,6,False,False,False,⿴囗子,囗 子
囟,"top of the head, skull",,,6,False,False,False,⿴?㐅,㐅
囡,"one's daughter, to filch, to secrete",,,6,False,False,False,⿴囗女,囗 女
圩,"dike, embankment",,,6,False,False,False,⿰土于,土 于
圪,,,,6,False,False,False,⿰土乞,土 丿 一 𠂉 乙 乞
圬,plaster over with layer of mud,,,6,False,False,False,⿰土亏,土 一 丂 亏
圮,"destroyed, ruined, to subvert, to injure",,,6,False,False,False,⿰土己,土 己
圯,"bridge, bank",,,6,False,False,False,⿰土巳,土 巳
圳,"furrow in field, small drainage",,,6,False,False,False,⿰土川,土 川
圴,,,,6,False,False,False,⿰土勺,土 勹 丶 勺
圷,"low-lying land, (kokuji)",,,6,False,False,False,⿰土下,土 下
圸,"steep slope, (kokuji)",,,6,False,False,False,⿰土山,土 山
圽,,,,6,False,False,False,⿰土勿,土 勹 勿
夅,"to descend, to come down from heaven, to send down",,,6,False,False,False,⿱夂㐄,夂 㐄
夙,"bright and early, long ago, early in life",,,6,False,False,False,⿵几歹,几 歹
夛,"much, many, more than, over",,,6,False,False,False,⿱彐夕,彐 夕
夵,,,,6,False,False,False,⿱大小,大 小
夶,,,,6,False,False,False,⿰大大,大 大
夸,boast,,,6,False,False,False,⿱大亏,大 一 丂 亏
奸,"wickedness, mischief, rudeness",,,6,False,False,False,⿰女干,女 干
她,"she, her",,,6,False,False,False,⿰女也,女 也
奻,"quarrel, dispute",,,6,False,False,False,⿰女女,女 女
奼,"young girl, maiden, virgin, beautiful woman, charming and beautiful",,,6,False,False,False,⿰女乇,女 丿 七 乇
妁,go-between,,,6,False,False,False,⿰女勺,女 勹 丶 勺
孖,twins,,,6,False,False,False,⿰子子,子 子
宆,,,,6,False,False,False,⿱宀弓,宀 弓
尗,"younger of brothers, father's younger brother, younger brother of a husband",,,6,False,False,False,⿱上小,上 小
屰,disobedient,,,6,False,False,False,⿱䒑屮,䒑 丿 屮
屹,towering mountains,,,6,False,False,False,⿰山乞,山 丿 一 𠂉 乙 乞
屺,hill with trees or grass (some give the opposite meaning),,,6,False,False,False,⿰山己,山 己
屻,,,,6,False,False,False,⿰山刃,山 刀 丿 刃
屼,"mountain, bare hill",,,6,False,False,False,⿰山兀,山 兀
屽,,,,6,False,False,False,⿰山干,山 干
巩,"bind, firm, secure, strong",,,6,False,False,False,⿰工凡,工 几 丶 凡
帇,,,,6,False,False,False,帇,
幵,put together,,,6,False,False,False,⿰干干,干 干
并,put together,,,6,False,False,False,⿱丷开,丶 丿 丷 一 廾 开
幷,combine,,,6,False,False,False,⿰⿱丿干⿱丿干,丿 干 丿 干
异,"different, unusual, strange",,,6,False,False,False,⿱己廾,己 廾
弎,three,,,6,False,False,False,⿹弋三,弋 三
弙,,,,6,False,False,False,⿰弓于,弓 于
弜,,,,6,False,False,False,⿰弓弓,弓 弓
彴,bridge,,,6,False,False,False,⿰彳勺,彳 勹 丶 勺
彵,,,,6,False,False,False,⿰彳也,彳 也
忈,,,,6,False,False,False,⿱二心,二 心
忋,"to rely on, look up to",,,6,False,False,False,⿰忄己,忄 己
忓,concerned about,,,6,False,False,False,⿰忄干,忄 干
忔,"to be delighted, to dislike, to have no need for",,,6,False,False,False,⿰忄乞,忄 丿 一 𠂉 乙 乞
忖,conjecture,,,6,False,False,False,⿰忄寸,忄 寸
戌,"sign of the dog, 7-9PM, eleventh sign of Chinese zodiac",,,6,False,False,False,⿵戊一,戊 一
戍,protection,,,6,False,False,False,⿵戊丶,戊 丶
戎,"warrior, arms, barbarian, Ainu",,,6,False,False,False,⿹戈十,戈 十
扚,,,,6,False,False,False,⿰扌勺,扌 勹 丶 勺
扛,raise,,,6,False,False,False,⿰扌工,扌 工
扜,,,,6,False,False,False,⿰扌于,扌 于
扞,restrain,,,6,False,False,False,⿰扌干,扌 干
扠,"well, now",,,6,False,False,False,⿰扌叉,扌 又 丶 叉
扣,"knock, strike, rap, tap, button",,,6,False,False,False,⿰扌口,扌 口
扤,move,,,6,False,False,False,⿰扌兀,扌 兀
扨,"well, now, (kokuji)",,,6,False,False,False,⿰扌刃,扌 刀 丿 刃
攷,"examine, test, investigate",,,6,False,False,False,⿰丂攵,丂 攵
朳,tree,,,6,False,False,False,⿰木八,木 八
朶,branch,,,6,False,False,False,⿱乃木,乃 木
朷,type of tree,,,6,False,False,False,⿰木刀,木 刀
朸,carrying pole,,,6,False,False,False,⿰木力,木 力
朾,to bump,,,6,False,False,False,⿰木丁,木 丁
朿,thorn,,,6,False,False,False,朿,
杁,"sluice, spout, floodgate, penstock, (kokuji)",,,6,False,False,False,⿰木入,木 入
氒,,,,6,False,False,False,⿱氏十,氏 十
汊,branching stream,,,6,False,False,False,⿰氵叉,氵 又 丶 叉
汋,to pour,,,6,False,False,False,⿰氵勺,氵 勹 丶 勺
汍,weep,,,6,False,False,False,⿰氵丸,氵 丸
汏,,,,6,False,False,False,⿰氵大,氵 大
汒,,,,6,False,False,False,⿰氵亡,氵 亡
汔,,,,6,False,False,False,⿰氵乞,氵 丿 一 𠂉 乙 乞
汕,"fish swimming, fishing with a net",,,6,False,False,False,⿰氵山,氵 山
汙,"filthy, dirty, impure, polluted",,,6,False,False,False,⿰氵于,氵 于
汛,"high water, flood tides",,,6,False,False,False,⿰氵卂,氵 ⺄ 十 卂
汜,stream which leaves the main branch then later returns,,,6,False,False,False,⿰氵巳,氵 巳
汢,"wetland, marsh, (kokuji)",,,6,False,False,False,⿰氵土,氵 土
灮,,,,6,False,False,False,⿱火儿,火 儿
牝,female,,,6,False,False,False,⿰牜匕,牜 匕
牞,,,,6,False,False,False,⿰牜力,牜 力
犱,,,,6,False,False,False,⿰犭丸,犭 丸
犲,"wolf, cruel, wicked, mean",,,6,False,False,False,⿰犭才,犭 才
犴,"wild dog (not very large), lock-up",,,6,False,False,False,⿰犭干,犭 干
玎,"jingling, tinkling",,,6,False,False,False,⿰𤣩丁,𤣩 丁
玐,,,,6,False,False,False,⿰𤣩八,𤣩 八
甪,,,,6,False,False,False,⿱丿用,丿 用
甶,,,,6,False,False,False,甶,
礽,"blessings, happiness",,,6,False,False,False,⿰示乃,示 乃
穵,"deep hollow, gouge, dig out",,,6,False,False,False,⿱穴乙,宀 八 穴 乙
网,"net, net or net crown radical (no. 122)",,,6,False,False,True,网,
耂,variant of radical 125,,,6,False,False,False,耂,
耒,"come, plough, three-branch tree radical (no. 127)",,,6,False,False,True,耒,
聿,"brush, finally, self, relate, follow, here, fast, writing brush radical (no. 129)",,,6,False,False,True,聿,
肎,,,,6,False,False,False,⿱冖?,冖
艮,"northeast (Oriental zodiac), stopping, good radical (no. 138)",,,6,False,False,True,艮,
艸,"grass, plants, grass radical (no. 140)",,,6,False,False,False,艸,
艹,"grass, radical number 140",,,6,False,False,False,艹,
芃,luxuriant growth,,,6,False,False,False,⿱艹凡,艹 几 丶 凡
芄,,,,6,False,False,False,⿱艹丸,艹 丸
芇,,,,6,False,False,False,⿱艹巾,艹 巾
芉,,,,6,False,False,False,⿱艹干,艹 干
芊,exuberant and vigorous foliage,,,6,False,False,False,⿱艹千,艹 千
芍,peony,,,6,False,False,False,⿱艹勺,艹 勹 丶 勺
芎,kind of herb,,,6,False,False,False,⿱艹弓,艹 弓
芑,white millet,,,6,False,False,False,⿱艹己,艹 己
芒,"pampas grass, beard (grain)",,,6,False,False,False,⿱艹亡,艹 亡
芖,,,,6,False,False,False,⿱艹大,艹 大
虍,"tiger spots, mottled, tiger or tiger crown radical (no. 141)",,,6,False,False,True,虍,
襾,"cover, place on top of, west radical variant (no. 146)",,,6,False,False,False,襾,
达,"arrive at, reach, intelligent, smooth, slippery",,,6,False,False,False,⿺辶大,辶 大
迀,,,,6,False,False,False,⿺辶干,辶 干
迁,"move, shift, change, transfer, relocate a capital city",,,6,False,False,False,⿺辶千,辶 千
迆,"wind, walk out of straight path",,,6,False,False,False,⿺辶也,辶 也
邗,an ancient place in the state of Wu,,,6,False,False,False,⿰干⻏,干 ⻏
邘,state in Henan province,,,6,False,False,False,⿰于⻏,于 ⻏
邙,mountain in Henan province,,,6,False,False,False,⿰亡⻏,亡 ⻏
邛,"in distress, mound",,,6,False,False,False,⿰工⻏,工 ⻏
阡,thousand,,,6,False,False,False,⿰⻖千,⻖ 千
阢,,,,6,False,False,False,⿰⻖兀,⻖ 兀
阤,hill,,,6,False,False,False,⿰⻖也,⻖ 也
𠂢,to branch,,,6,False,False,False,⿸𠂆?,𠂆
𠂤,"to store up, to pile up",,,6,False,False,False,𠂤,
𠔉,,,,6,False,False,False,?,
𠠺,,,,6,False,False,False,⿺元力,一 兀 元 力
𡉕,,,,6,False,False,False,⿰土丸,土 丸
𡚴,,,,6,False,False,False,⿱山女,山 女
𡧃,,,,6,False,False,False,⿱⿵宀一丁,宀 一 丁
𡵅,,,,6,False,False,False,⿱山川,山 川
𢎭,,,,6,False,False,False,⿰弓巾,弓 巾
𢦏,"to cut, wound, hurt",,,6,False,False,False,𢦏,
𣱿,,,,6,False,False,False,⿰氵入,氵 入
𦉰,,,,6,False,False,False,⿵冂䒑,冂 䒑
𦍌,,,,6,False,False,False,⿱䒑土,䒑 土
𦥑,,,,6,False,False,False,𦥑,
𨑕,,,,6,False,False,False,⿺辶口,辶 口
㐬,"a cup with pendants, a pennant, wild, barren, uncultivated",,,7,False,False,False,⿱𠫓𫶧,厶 一 𠫓 𫶧
㒵,"manner, appearance, form, face, bearing",,,7,False,False,False,⿱白八,白 八
㕮,"to chew, to masticate, to dwell on, Chinese medicine term",,,7,False,False,False,⿰口父,口 父
㫖,,,,7,False,False,False,⿱上日,上 日
㫗,"thick, deep friendship, to treat kindly, generous",,,7,False,False,False,⿱曰子,曰 子
㽗,,,,7,False,False,False,⿰田人,田 人
㽲,"griping colic, illness, disease",,,7,False,False,False,⿸疒丂,疒 丂
䖝,"insects, worms",,,7,False,False,False,⿱丿虫,丿 虫
丣,the tenth of the twelve Terrestrial Branches (ancient form),,,7,False,False,False,丣,
两,"two, both, pair, couple, ounce",,,7,False,False,False,两,
乕,"tiger, brave, fierce, surname",,,7,False,False,False,⿸𠂆?,𠂆
亊,"affair, matter, business, to serve, accident, incident",,,7,False,False,False,亊,
伮,to make a great effort,,,7,False,False,False,⿰亻奴,亻 女 又 奴
估,"price, business, selling",,,7,False,False,False,⿰亻古,亻 十 口 古
伱,"thou, you",,,7,False,False,False,⿰亻尒,亻 𠆢 小 尒
伳,,,,7,False,False,False,⿰亻世,亻 世
伵,,,,7,False,False,False,⿰亻四,亻 四
伷,descendent,,,7,False,False,False,⿰亻由,亻 由
伹,"dull, slow, unskillful",,,7,False,False,False,⿰亻且,亻 且
伻,"messenger, emissary, send emissary",,,7,False,False,False,⿰亻平,亻 平
伾,mighty,,,7,False,False,False,⿰亻丕,亻 不 一 丕
佀,resemble,,,7,False,False,False,⿰亻㠯,亻 㠯
佂,,,,7,False,False,False,⿰亻正,亻 一 止 正
佇,"stop, linger, appearance, figure, bearing",,,7,False,False,False,⿰亻宁,亻 宀 丁 宁
佈,"spread, publicize, announce",,,7,False,False,False,⿰亻布,亻 𠂇 巾 布
佉,"surname, name of a divine being, (transliteration of Sanskrit ""kh"")",,,7,False,False,False,⿰亻去,亻 土 厶 去
佋,"continue, carry on, hand down, to join",,,7,False,False,False,⿰亻召,亻 刀 口 召
佌,small,,,7,False,False,False,⿰亻此,亻 止 匕 此
佒,,,,7,False,False,False,⿰亻央,亻 央
佔,"occupy by force, usurp, possess",,,7,False,False,False,⿰亻占,亻 ⺊ 囗 占
佖,,,,7,False,False,False,⿰亻必,亻 必
佗,"proud, lonely",,,7,False,False,False,⿰亻它,亻 宀 匕 它
佘,surname,,,7,False,False,False,⿱𠆢示,𠆢 示
佚,"lost, hide, peace, mistake, beautiful, in turn",,,7,False,False,False,⿰亻失,亻 丿 夫 失
佝,"foolish, stopped over",,,7,False,False,False,⿰亻句,亻 勹 口 句
佞,"flattery, insincerity",,,7,False,False,False,⿸仁女,亻 二 仁 女
佟,name,,,7,False,False,False,⿰亻冬,亻 夂 冬
你,"you, second person pronoun",,,7,False,False,False,⿰亻尔,亻 小 尔
佣,commission fee,,,7,False,False,False,⿰亻用,亻 用
兌,exchange,,,7,False,False,False,⿱㕣儿,八 口 㕣 儿
兏,,,,7,False,False,False,⿸厂𠑷,厂 上 儿 𠑷
冏,"light, clear, bright",,,7,False,False,False,⿵?口,口
冝,"suitable, right, fitting, proper",,,7,False,False,False,⿱冖且,冖 且
况,"still more, still less",,,7,False,False,False,⿰冫兄,冫 口 儿 兄
冸,,,,7,False,False,False,⿰冫半,冫 半
冺,,,,7,False,False,False,⿰冫民,冫 民
刢,,,,7,False,False,False,⿰令刂,𠆢 丶 亽 龴 令 刂
刧,"threat, long ages",,,7,False,False,False,⿰去刀,土 厶 去 刀
刪,cut down,,,7,False,False,False,⿰冊刂,冊 刂
劬,"become tired, work busily",,,7,False,False,False,⿰句力,勹 口 句 力
劭,"recommend, work hard, beautiful",,,7,False,False,False,⿰召力,刀 口 召 力
劯,,,,7,False,False,False,⿰石力,石 力
劰,,,,7,False,False,False,⿰白力,白 力
匣,box,,,7,False,False,False,⿷匚甲,匚 甲
匤,,,,7,False,False,False,⿷匚玉,匚 玉
匥,,,,7,False,False,False,⿷匚弁,匚 厶 廾 弁
卣,wine pot,,,7,False,False,False,⿱⺊囙,⺊ 囗 囙
卲,"eminent, lofty, beautiful, surname",,,7,False,False,False,⿰召卩,刀 口 召 卩
厎,settle,,,7,False,False,False,⿸厂氐,厂 氏 丶 氐
叓,"affair, matter, work",,,7,False,False,False,⿱𰀉又,𰀉 又
吚,used to represent sound,,,7,False,False,False,⿰口尹,口 尹
吝,"miserly, stingy, sparing",,,7,False,False,False,⿱文口,文 口
吠,"bark, howl, cry",,,7,False,False,False,⿰口犬,口 犬
吡,blame,,,7,False,False,False,⿰口比,口 比
吤,,,,7,False,False,False,⿰口介,口 𠆢 介
吧,emphatic final particle,,,7,False,False,False,⿰口巴,口 巴
吨,metric ton,,,7,False,False,False,⿰口屯,口 屯
吩,"give an order, sprout forth",,,7,False,False,False,⿰口分,口 八 刀 分
吪,move,,,7,False,False,False,⿰口化,口 亻 乚 丿 𠤎 化
听,"open-mouthed laughter, listen to, pound (sterling, lb)",,,7,False,False,False,⿰口斤,口 斤
吭,"throat, neck, pivot",,,7,False,False,False,⿰口亢,口 亠 几 亢
吮,suck,,,7,False,False,False,⿰口允,口 厶 儿 允
启,"open, begin, commence, explain",,,7,False,False,False,⿸户口,户 口
吱,"chirping, squeaking, hissing",,,7,False,False,False,⿰口支,口 十 又 支
吴,"name of warring state, surname",,,7,False,False,False,⿱口天,口 一 大 天
吵,"argue, dispute, disturb, annoy",,,7,False,False,False,⿰口少,口 小 丿 少
吶,stutter,,,7,False,False,False,⿰口內,口 內
吼,"bark, bay, howl, bellow, roar, cry",,,7,False,False,False,⿰口孔,口 子 乚 孔
吽,"bark, growl",,,7,False,False,False,⿰口牛,口 牛
呃,"belch, hiccup",,,7,False,False,False,⿰口厄,口 厂 㔾 厄
呄,,,,7,False,False,False,⿱乃古,乃 十 口 古
呆,"be amazed, disgusted, shocked",,,7,False,False,False,⿱口木,口 木
呇,star,,,7,False,False,False,⿱水口,水 口
呍,"moo of a cow, scream, to yell, dogs barking at each other",,,7,False,False,False,⿰口云,口 二 厶 云
呎,foot,,,7,False,False,False,⿰口尺,口 尺
呏,"gallon, quart",,,7,False,False,False,⿰口升,口 丿 廾 升
呑,drink,,,7,False,False,False,⿱夭口,丿 大 夭 口
呕,"vomit, annoy, enrage",,,7,False,False,False,⿰口区,口 匚 㐅 区
囤,"grain basket, bin for grain",,,7,False,False,False,⿴囗屯,囗 屯
囥,hide,,,7,False,False,False,⿴囗亢,囗 亠 几 亢
囦,,,,7,False,False,False,⿴囗水,囗 水
囧,"light, clear, bright",,,7,False,False,False,⿴⿴囗??,囗
囨,sound of spitting,,,7,False,False,False,⿴囗不,囗 不
囫,"entire, whole",,,7,False,False,False,⿴囗勿,囗 勹 勿
园,"garden, park, orchard",,,7,False,False,False,⿴囗元,囗 一 兀 元
囮,"decoy, lure, stool pigeon",,,7,False,False,False,⿴囗化,囗 亻 乚 丿 𠤎 化
囱,chimney,,,7,False,False,False,⿴?夂,夂
圻,region surrounding the capital,,,7,False,False,False,⿰土斤,土 斤
圾,"garbage, rubbish, shaking, danger",,,7,False,False,False,⿰土及,土 及
圿,,,,7,False,False,False,⿰土介,土 𠆢 介
址,ruins,,,7,False,False,False,⿰土止,土 止
坅,,,,7,False,False,False,⿰土今,土 𠆢 一 亼 ㇇ 今
坆,,,,7,False,False,False,⿰土攵,土 攵
坌,"dust, earth, bank of earth, to dig, to bring together",,,7,False,False,False,⿱分土,八 刀 分 土
坍,"collapse, landslide",,,7,False,False,False,⿰土丹,土 丹
坎,pitfall,,,7,False,False,False,⿰土欠,土 欠
坏,bowl,,,7,False,False,False,⿰土不,土 不
坒,"to compare, to match, to equal",,,7,False,False,False,⿱比土,比 土
夆,resist,,,7,False,False,False,⿱夂丰,夂 丰
夋,,,,7,False,False,False,⿳厶?夂,厶 夂
夽,,,,7,False,False,False,⿱大云,大 二 厶 云
夾,insert between,,,7,False,False,False,夾,
夿,,,,7,False,False,False,⿱大巴,大 巴
妋,"ovetous, lustful, show an expression of deep resentment, term of endearment for boys, married couple, spouses",,,7,False,False,False,⿰女夫,女 夫
妌,,,,7,False,False,False,⿰女井,女 井
妍,"beauty, splendor",,,7,False,False,False,⿰女开,女 一 廾 开
妎,,,,7,False,False,False,⿰女介,女 𠆢 介
妒,"jealous, envious",,,7,False,False,False,⿰女户,女 户
妓,"stretch, singing girl, geisha, prostitute",,,7,False,False,False,⿰女支,女 十 又 支
妕,,,,7,False,False,False,⿰女中,女 中
妗,wife of mother's brother,,,7,False,False,False,⿰女今,女 𠆢 一 亼 ㇇ 今
妛,"despise, contempt, ugly, same as",,,7,False,False,False,⿳屮一女,屮 一 女
妝,dress up,,,7,False,False,False,⿰爿女,爿 女
妟,"to be at ease, clear and balmy",,,7,False,False,False,⿱日女,日 女
妣,mother,,,7,False,False,False,⿰女比,女 比
妤,"beautiful, fair, handsome",,,7,False,False,False,⿰女予,女 予
妧,,,,7,False,False,False,⿰女元,女 一 兀 元
孚,"sincere, nourish, encase",,,7,False,False,False,⿱爫子,爫 子
孛,"comet, dark, obscure",,,7,False,False,False,⿱?子,子
孞,,,,7,False,False,False,⿱子心,子 心
宊,,,,7,False,False,False,⿱宀犬,宀 犬
宍,"muscles, meat",,,7,False,False,False,⿱宀六,宀 亠 六
宎,,,,7,False,False,False,⿱宀夭,宀 丿 大 夭
宐,,,,7,False,False,False,⿱宀彑,宀 彑
宑,,,,7,False,False,False,⿱宀井,宀 井
寽,"handful, pinch",,,7,False,False,False,⿱爫寸,爫 寸
尦,,,,7,False,False,False,⿺?勺,勹 丶 勺
尨,shaggy hair or dog,,,7,False,False,False,⿺尤彡,尤 彡
尫,lame,,,7,False,False,False,⿺兀王,兀 王
尬,"limp, staggering gait, embarrass",,,7,False,False,False,⿺尢介,尢 𠆢 介
屁,"fart, passing gas",,,7,False,False,False,⿸尸比,尸 比
岇,,,,7,False,False,False,⿱山卬,山 卩 卬
岈,,,,7,False,False,False,⿰山牙,山 牙
岊,foothill,,,7,False,False,False,⿱巴山,巴 山
岌,"high, dangerous",,,7,False,False,False,⿱山及,山 及
岏,,,,7,False,False,False,⿰山元,山 一 兀 元
岑,"peak, mountaintop",,,7,False,False,False,⿱山今,山 𠆢 一 亼 ㇇ 今
岒,,,,7,False,False,False,⿰山今,山 𠆢 一 亼 ㇇ 今
岔,fork in a road,,,7,False,False,False,⿱分山,八 刀 分 山
巠,"streams running underground, flowing water",,,7,False,False,False,⿳一巛工,一 巛 工
巵,"large winecup, apt, fitting",,,7,False,False,False,⿸𠂋巴,𠂆 一 𠂋 巴
帋,"paper, stationary, document",,,7,False,False,False,⿱氏巾,氏 巾
帍,,,,7,False,False,False,⿸户巾,户 巾
庋,"cupboard, pantry, to store",,,7,False,False,False,⿸广支,广 十 又 支
庎,,,,7,False,False,False,⿸广介,广 𠆢 介
弃,"reject, abandon, discard",,,7,False,False,False,⿱亠弁,亠 厶 廾 弁
弝,the part of a bow grasped when shooting,,,7,False,False,False,⿰弓巴,弓 巴
弞,,,,7,False,False,False,⿰弓欠,弓 欠
弡,,,,7,False,False,False,⿰弓巨,弓 巨
彣,,,,7,False,False,False,⿺文彡,文 彡
彤,"red, vermilion, name of ancient",,,7,False,False,False,⿰丹彡,丹 彡
彷,"stray, wander, loiter",,,7,False,False,False,⿰彳方,彳 方
彸,"restless, agitated",,,7,False,False,False,⿰彳公,彳 八 厶 公
彺,,,,7,False,False,False,⿰彳王,彳 王
忐,"timorous, nervous",,,7,False,False,False,⿱上心,上 心
忑,"fearful, nervous, timid",,,7,False,False,False,⿱下心,下 心
忒,"excessive, too, very-usually of objectionable things, to err, to mistake, changeable",,,7,False,False,False,⿹弋心,弋 心
忡,"ill at ease, distressed",,,7,False,False,False,⿰忄中,忄 中
忤,"insubordinate, stubborn, wrong",,,7,False,False,False,⿰忄午,忄 丿 一 𠂉 十 午
忨,,,,7,False,False,False,⿰忄元,忄 一 兀 元
忪,"quiet, calm, tranquil, peaceful",,,7,False,False,False,⿰忄公,忄 八 厶 公
忭,"delighted, pleased",,,7,False,False,False,⿰忄卞,忄 丶 下 卞
忮,"stubborn, perverse, aggressive",,,7,False,False,False,⿰忄支,忄 十 又 支
忯,"to be fond of, to love, to be respectful of",,,7,False,False,False,⿰忄氏,忄 氏
忰,"suffer, become emaciated, haggard",,,7,False,False,False,⿰忄卆,忄 九 十 卆
忱,sincere,,,7,False,False,False,⿰忄冘,忄 冘
忲,extravagant,,,7,False,False,False,⿰忄太,忄 大 丶 太
忳,"anguish, grieve, ignorant, foolish",,,7,False,False,False,⿰忄屯,忄 屯
忶,,,,7,False,False,False,⿰忄云,忄 二 厶 云
忸,shame,,,7,False,False,False,⿰忄丑,忄 丑
忺,,,,7,False,False,False,⿰忄欠,忄 欠
忻,"rejoice, open one's heart",,,7,False,False,False,⿰忄斤,忄 斤
忼,"weep, grieve",,,7,False,False,False,⿰忄亢,忄 亠 几 亢
怇,,,,7,False,False,False,⿰忄巨,忄 巨
戓,,,,7,False,False,False,⿹戈口,戈 口
扡,drag along,,,7,False,False,False,⿰扌也,扌 也
扭,"turn, twist, wrench, seize, grasp",,,7,False,False,False,⿰扌丑,扌 丑
扮,"impersonate, dress up, disguise, thin shingles",,,7,False,False,False,⿰扌分,扌 八 刀 分
扯,"rip up, tear down, raise, haul",,,7,False,False,False,⿰扌止,扌 止
扳,"pull, drag, right itself",,,7,False,False,False,⿰扌反,扌 𠂆 又 反
扺,,,,7,False,False,False,⿰扌氏,扌 氏
扼,"command, dominate, prevent, obstruct",,,7,False,False,False,⿰扌厄,扌 厂 㔾 厄
扽,"to move, to shake",,,7,False,False,False,⿰扌屯,扌 屯
找,"look for, seek, make change",,,7,False,False,False,⿰扌戈,扌 戈
抂,disorder,,,7,False,False,False,⿰扌王,扌 王
抃,strike with hand,,,7,False,False,False,⿰扌卞,扌 丶 下 卞
抉,"gouge, hollow out, bore, pry",,,7,False,False,False,⿰扌夬,扌 夬
抍,,,,7,False,False,False,⿰扌升,扌 丿 廾 升
抎,,,,7,False,False,False,⿰扌云,扌 二 厶 云
抏,,,,7,False,False,False,⿰扌元,扌 一 兀 元
抐,,,,7,False,False,False,⿰扌內,扌 內
抒,"tell, 10**24",,,7,False,False,False,⿰扌予,扌 予
抓,"pick, pinch, summarize",,,7,False,False,False,⿰扌爪,扌 爪
抔,and so forth,,,7,False,False,False,⿰扌不,扌 不
抖,"shake, jiggle",,,7,False,False,False,⿰扌斗,扌 斗
抛,hurl,,,7,False,False,False,⿰扌𠠵,扌 九 力 𠠵
攸,"relaxed, at ease, place",,,7,False,False,False,⿰?攵,攵
攺,,,,7,False,False,False,⿰巳攵,巳 攵
攼,,,,7,False,False,False,⿰干攵,干 攵
斈,"learning, knowledge, school",,,7,False,False,False,⿱文子,文 子
斘,,,,7,False,False,False,⿰夕斗,夕 斗
旰,"sunset, dusk, evening",,,7,False,False,False,⿰日干,日 干
旱,"drought, dry weather",,,7,False,False,False,⿱日干,日 干
旲,,,,7,False,False,False,⿱日大,日 大
旴,dawn,,,7,False,False,False,⿰日于,日 于
旵,,,,7,False,False,False,⿱日山,日 山
曵,"trail, tow, drag, pull",,,7,False,False,False,⿺曳丶,曳 丶
杅,tub,,,7,False,False,False,⿰木于,木 于
杆,"shield, pole",,,7,False,False,False,⿰木干,木 干
杇,loquat,,,7,False,False,False,⿰木亏,木 一 丂 亏
杈,"fork of a tree, pitchfork",,,7,False,False,False,⿰木叉,木 又 丶 叉
杌,"stubble, stump of a tree (hence: sterility), square stool",,,7,False,False,False,⿰木兀,木 兀
杍,,,,7,False,False,False,⿰木子,木 子
杓,"ladle, scoop",,,7,False,False,False,⿰木勺,木 勹 丶 勺
杔,,,,7,False,False,False,⿰木乇,木 丿 七 乇
杕,alone,,,7,False,False,False,⿰木大,木 大
杙,"stake, post, picket, piling",,,7,False,False,False,⿰木弋,木 弋
杝,tree,,,7,False,False,False,⿰木也,木 也
杞,river willow,,,7,False,False,False,⿰木己,木 己
杠,"lever, pole, crowbar, carry on the shoulder",,,7,False,False,False,⿰木工,木 工
杢,"woodworker, (kokuji)",,,7,False,False,False,⿱木工,木 工
杣,"timber, lumber, woodcutter, (kokuji)",,,7,False,False,False,⿰木山,木 山
杤,"type of oak, stable, (kokuji)",,,7,False,False,False,⿰木万,木 万
杦,,,,7,False,False,False,⿰木久,木 久
